image_path,label
dataset/candlestick_images/img_5000.png,0.8560654857756314
dataset/candlestick_images/img_5001.png,0.8568438003220606
dataset/candlestick_images/img_5002.png,0.8559849704777243
dataset/candlestick_images/img_5003.png,0.8554213633923773
dataset/candlestick_images/img_5004.png,0.85625335480408
dataset/candlestick_images/img_5005.png,0.8545088566827701
dataset/candlestick_images/img_5006.png,0.8524154589371973
dataset/candlestick_images/img_5007.png,0.8531937734836283
dataset/candlestick_images/img_5008.png,0.8537037037037045
dataset/candlestick_images/img_5009.png,0.8544820182501338
dataset/candlestick_images/img_5010.png,0.8551798174986587
dataset/candlestick_images/img_5011.png,0.8540257648953293
dataset/candlestick_images/img_5012.png,0.8541867954911435
dataset/candlestick_images/img_5013.png,0.8546698872785834
dataset/candlestick_images/img_5014.png,0.8566559312936128
dataset/candlestick_images/img_5015.png,0.8586419753086414
dataset/candlestick_images/img_5016.png,0.858480944712829
dataset/candlestick_images/img_5017.png,0.8608695652173912
dataset/candlestick_images/img_5018.png,0.86231884057971
dataset/candlestick_images/img_5019.png,0.8581588835212024
dataset/candlestick_images/img_5020.png,0.8638486312399358
dataset/candlestick_images/img_5021.png,0.8647074610842731
dataset/candlestick_images/img_5022.png,0.8649758454106289
dataset/candlestick_images/img_5023.png,0.8639559849704774
dataset/candlestick_images/img_5024.png,0.8645464304884589
dataset/candlestick_images/img_5025.png,0.861835748792271
dataset/candlestick_images/img_5026.png,0.8601717659688672
dataset/candlestick_images/img_5027.png,0.8601986044015026
dataset/candlestick_images/img_5028.png,0.8620504562533551
dataset/candlestick_images/img_5029.png,0.8617283950617285
dataset/candlestick_images/img_5030.png,0.8624530327428879
dataset/candlestick_images/img_5031.png,0.8632313472893189
dataset/candlestick_images/img_5032.png,0.8633387010198605
dataset/candlestick_images/img_5033.png,0.8632581857219535
dataset/candlestick_images/img_5034.png,0.8613258185721948
dataset/candlestick_images/img_5035.png,0.8613258185721948
dataset/candlestick_images/img_5036.png,0.8595276435856141
dataset/candlestick_images/img_5037.png,0.8541867954911435
dataset/candlestick_images/img_5038.png,0.8603059581320451
dataset/candlestick_images/img_5039.png,0.85630703166935
dataset/candlestick_images/img_5040.png,0.8546967257112179
dataset/candlestick_images/img_5041.png,0.8538110574342461
dataset/candlestick_images/img_5042.png,0.8535158346752549
dataset/candlestick_images/img_5043.png,0.8552066559312941
dataset/candlestick_images/img_5044.png,0.8537842190016107
dataset/candlestick_images/img_5045.png,0.8526033279656469
dataset/candlestick_images/img_5046.png,0.8535158346752549
dataset/candlestick_images/img_5047.png,0.853596349973162
dataset/candlestick_images/img_5048.png,0.8534889962426186
dataset/candlestick_images/img_5049.png,0.855823939881911
dataset/candlestick_images/img_5050.png,0.8559044551798172
dataset/candlestick_images/img_5051.png,0.8571121846484164
dataset/candlestick_images/img_5052.png,0.8571121846484164
dataset/candlestick_images/img_5053.png,0.8573000536768651
dataset/candlestick_images/img_5054.png,0.8570585077831456
dataset/candlestick_images/img_5055.png,0.85756843800322
dataset/candlestick_images/img_5056.png,0.8586956521739131
dataset/candlestick_images/img_5057.png,0.8589908749329034
dataset/candlestick_images/img_5058.png,0.8585882984433706
dataset/candlestick_images/img_5059.png,0.85630703166935
dataset/candlestick_images/img_5060.png,0.8565485775630703
dataset/candlestick_images/img_5061.png,0.8555823939881915
dataset/candlestick_images/img_5062.png,0.8548577563070321
dataset/candlestick_images/img_5063.png,0.8539989264626948
dataset/candlestick_images/img_5064.png,0.852898550724638
dataset/candlestick_images/img_5065.png,0.851637144390768
dataset/candlestick_images/img_5066.png,0.8522812667740203
dataset/candlestick_images/img_5067.png,0.8522812667740203
dataset/candlestick_images/img_5068.png,0.8523081052066566
dataset/candlestick_images/img_5069.png,0.8529790660225443
dataset/candlestick_images/img_5070.png,0.852818035426731
dataset/candlestick_images/img_5071.png,0.8539452495974231
dataset/candlestick_images/img_5072.png,0.8543209876543214
dataset/candlestick_images/img_5073.png,0.855126140633387
dataset/candlestick_images/img_5074.png,0.8557702630166393
dataset/candlestick_images/img_5075.png,0.855823939881911
dataset/candlestick_images/img_5076.png,0.855126140633387
dataset/candlestick_images/img_5077.png,0.8528448738593672
dataset/candlestick_images/img_5078.png,0.85499194847021
dataset/candlestick_images/img_5079.png,0.8520128824476645
dataset/candlestick_images/img_5080.png,0.8514224369296839
dataset/candlestick_images/img_5081.png,0.8532742887815354
dataset/candlestick_images/img_5082.png,0.8520933977455725
dataset/candlestick_images/img_5083.png,0.8521470746108424
dataset/candlestick_images/img_5084.png,0.8540526033279656
dataset/candlestick_images/img_5085.png,0.8550456253354808
dataset/candlestick_images/img_5086.png,0.8548845947396675
dataset/candlestick_images/img_5087.png,0.8530327428878159
dataset/candlestick_images/img_5088.png,0.852952227589908
dataset/candlestick_images/img_5089.png,0.8507783145464307
dataset/candlestick_images/img_5090.png,0.8512077294685989
dataset/candlestick_images/img_5091.png,0.853730542136339
dataset/candlestick_images/img_5092.png,0.8577563070316696
dataset/candlestick_images/img_5093.png,0.8592592592592592
